fold,edge_idx,x_eval,activation
1,1,-0.5175879597663879,-0.059353411197662354
1,0,-0.5075376629829407,0.3639182448387146
1,1,-0.5075376629829407,-0.059486061334609985
1,0,-0.4974874258041382,0.332355797290802
1,1,-0.4974874258041382,-0.0602109432220459
1,0,-0.4874371886253357,0.30369603633880615
1,1,-0.4874371886253357,-0.061542659997940063
1,0,-0.4773869216442108,0.2777782082557678
1,1,-0.4773869216442108,-0.0634390115737915
1,0,-0.4673366844654083,0.2544172704219818
1,1,-0.4673366844654083,-0.06585100293159485
1,0,-0.45728641748428345,0.23342756927013397
1,1,-0.45728641748428345,-0.06872975826263428
1,0,-0.44723618030548096,0.21462397277355194
1,1,-0.44723618030548096,-0.07202643156051636
1,0,-0.43718594312667847,0.1978209912776947
1,1,-0.43718594312667847,-0.0756920874118805
1,0,-0.4271356761455536,0.18283317983150482
1,1,-0.4271356761455536,-0.07967787981033325
1,0,-0.4170854389667511,0.1694752722978592
1,1,-0.4170854389667511,-0.08393500745296478
1,0,-0.4070351719856262,0.15756189823150635
1,1,-0.4070351719856262,-0.08841437101364136
1,0,-0.39698493480682373,0.14690765738487244
1,1,-0.39698493480682373,-0.0930672436952591
1,0,-0.38693466782569885,0.1373271495103836
1,1,-0.38693466782569885,-0.09784474968910217
1,0,-0.37688443064689636,0.12863501906394958
1,1,-0.37688443064689636,-0.10269795358181
1,0,-0.3668341636657715,0.12064589560031891
1,1,-0.3668341636657715,-0.10757800936698914
1,0,-0.356783926486969,0.1131744533777237
1,1,-0.356783926486969,-0.1124359518289566
1,0,-0.3467336595058441,0.10603523254394531
1,1,-0.3467336595058441,-0.11722296476364136
1,0,-0.3366834223270416,0.09904294461011887
1,1,-0.3366834223270416,-0.12189017236232758
1,0,-0.32663315534591675,0.09201212972402573
1,1,-0.32663315534591675,-0.12638863921165466
1,0,-0.31658291816711426,0.084757499396801
1,1,-0.31658291816711426,-0.13066953420639038
1,0,-0.3065326511859894,0.07709360867738724
1,1,-0.3065326511859894,-0.13468392193317413
1,0,-0.2964824140071869,0.06883513927459717
1,1,-0.2964824140071869,-0.13838297128677368
1,0,-0.286432147026062,0.059796690940856934
1,1,-0.286432147026062,-0.14171776175498962
1,0,-0.2763819098472595,0.04979296773672104
1,1,-0.2763819098472595,-0.14463940262794495
1,0,-0.26633167266845703,0.038638465106487274
1,1,-0.26633167266845703,-0.14709904789924622
1,0,-0.25628140568733215,0.026147864758968353
1,1,-0.25628140568733215,-0.14904777705669403
1,0,-0.24623115360736847,0.012138158082962036
1,1,-0.24623115360736847,-0.15043672919273376
1,0,-0.23618090152740479,-0.003467366099357605
1,1,-0.23618090152740479,-0.15121692419052124
1,0,-0.2261306494474411,-0.020597878843545914
1,1,-0.2261306494474411,-0.1513393372297287
1,0,-0.21608039736747742,-0.03917178511619568
1,1,-0.21608039736747742,-0.1507548987865448
1,0,-0.20603014528751373,-0.05910739302635193
1,1,-0.20603014528751373,-0.1494145393371582
1,0,-0.19597989320755005,-0.08032295107841492
1,1,-0.19597989320755005,-0.14726921916007996
1,0,-0.18592964112758636,-0.10273685306310654
1,1,-0.18592964112758636,-0.1442698836326599
1,0,-0.17587940394878387,-0.12626737356185913
1,1,-0.17587940394878387,-0.14036746323108673
1,0,-0.1658291518688202,-0.15083293616771698
1,1,-0.1658291518688202,-0.13551290333271027
1,0,-0.1557788997888565,-0.17635178565979004
1,1,-0.1557788997888565,-0.12965713441371918
1,0,-0.14572864770889282,-0.20274227857589722
1,1,-0.14572864770889282,-0.12275110930204391
1,0,-0.13567839562892914,-0.22992272675037384
1,1,-0.13567839562892914,-0.11474578082561493
1,0,-0.12562814354896545,-0.2578114867210388
1,1,-0.12562814354896545,-0.10559207201004028
1,0,-0.11557789146900177,-0.2863268256187439
1,1,-0.11557789146900177,-0.09524093568325043
1,0,-0.10552763938903809,-0.31538712978363037
1,1,-0.10552763938903809,-0.08364330977201462
1,0,-0.0954773873090744,-0.3449106812477112
1,1,-0.0954773873090744,-0.07075013220310211
1,0,-0.08542713522911072,-0.3748158812522888
1,1,-0.08542713522911072,-0.05651235580444336
1,0,-0.07537688314914703,-0.4050210118293762
1,1,-0.07537688314914703,-0.04088091850280762
1,0,-0.06532663106918335,-0.43544432520866394
1,1,-0.06532663106918335,-0.023806754499673843
1,0,-0.055276382714509964,-0.466004341840744
1,1,-0.055276382714509964,-0.005240831524133682
1,0,-0.04522613063454628,-0.49661916494369507
1,1,-0.04522613063454628,0.014865949749946594
1,0,-0.035175878554582596,-0.5272073149681091
1,1,-0.035175878554582596,0.03656261786818504
1,0,-0.02512562833726406,-0.5576868653297424
1,1,-0.02512562833726406,0.05989823490381241
1,0,-0.015075377188622952,-0.5879763960838318
1,1,-0.015075377188622952,0.08492185920476913
1,0,-0.005025125574320555,-0.6179942488670349
1,1,-0.005025125574320555,0.11168256402015686
1,0,0.005025125574320555,-0.6476597189903259
1,1,0.005025125574320555,0.14022383093833923
1,0,0.015075377188622952,-0.6769210696220398
1,1,0.015075377188622952,0.17046231031417847
1,0,0.02512562833726406,-0.7057546973228455
1,1,0.02512562833726406,0.20218761265277863
1,0,0.035175878554582596,-0.7341383099555969
