l1_weight,edge_idx,x_eval,activation
0.001,0,-0.7085427045822144,1.417603850364685
0.001,1,-0.7085427045822144,0.37982916831970215
0.001,0,-0.6984924674034119,1.3492540121078491
0.001,1,-0.6984924674034119,0.37924617528915405
0.001,0,-0.6884422302246094,1.2796080112457275
0.001,1,-0.6884422302246094,0.37863633036613464
0.001,0,-0.6783919334411621,1.208899736404419
0.001,1,-0.6783919334411621,0.37800636887550354
0.001,0,-0.6683416962623596,1.1373662948608398
0.001,1,-0.6683416962623596,0.37736329436302185
0.001,0,-0.6582914590835571,1.0652424097061157
0.001,1,-0.6582914590835571,0.3767140507698059
0.001,0,-0.6482412219047546,0.9927634596824646
0.001,1,-0.6482412219047546,0.3760654032230377
0.001,0,-0.6381909251213074,0.9201647043228149
0.001,1,-0.6381909251213074,0.3754241466522217
0.001,0,-0.6281406879425049,0.8476822376251221
0.001,1,-0.6281406879425049,0.3747973144054413
0.001,0,-0.6180904507637024,0.7755510210990906
0.001,1,-0.6180904507637024,0.3741917014122009
0.001,0,-0.6080402135848999,0.7040067315101624
0.001,1,-0.6080402135848999,0.37361419200897217
0.001,0,-0.5979899764060974,0.633284330368042
0.001,1,-0.5979899764060974,0.3730716407299042
0.001,0,-0.5879396796226501,0.5636194348335266
0.001,1,-0.5879396796226501,0.3725709617137909
0.001,0,-0.5778894424438477,0.49524790048599243
0.001,1,-0.5778894424438477,0.3721189796924591
0.001,0,-0.5678392052650452,0.42840486764907837
0.001,1,-0.5678392052650452,0.37172263860702515
0.001,0,-0.5577889680862427,0.36332571506500244
0.001,1,-0.5577889680862427,0.3713887929916382
0.001,0,-0.5477386713027954,0.3002457022666931
0.001,1,-0.5477386713027954,0.3711242079734802
0.001,0,-0.5376884341239929,0.239400714635849
0.001,1,-0.5376884341239929,0.37093594670295715
0.001,0,-0.5276381969451904,0.18102605640888214
0.001,1,-0.5276381969451904,0.3708306849002838
0.001,0,-0.5175879597663879,0.1253570169210434
0.001,1,-0.5175879597663879,0.3708154559135437
0.001,0,-0.5075376629829407,0.07262872159481049
0.001,1,-0.5075376629829407,0.3708970546722412
0.001,0,-0.4974874258041382,0.023076459765434265
0.001,1,-0.4974874258041382,0.3710823655128479
0.001,0,-0.4874371886253357,-0.02317863702774048
0.001,1,-0.4874371886253357,0.37138745188713074
0.001,0,-0.4773869216442108,-0.06623421609401703
0.001,1,-0.4773869216442108,0.3718451261520386
0.001,0,-0.4673366844654083,-0.10621270537376404
0.001,1,-0.4673366844654083,0.37249067425727844
0.001,0,-0.45728641748428345,-0.1432371884584427
0.001,1,-0.45728641748428345,0.3733590245246887
0.001,0,-0.44723618030548096,-0.17743007838726044
0.001,1,-0.44723618030548096,0.3744853436946869
0.001,0,-0.43718594312667847,-0.20891432464122772
0.001,1,-0.43718594312667847,0.3759046792984009
0.001,0,-0.4271356761455536,-0.23781271278858185
0.001,1,-0.4271356761455536,0.3776519298553467
0.001,0,-0.4170854389667511,-0.2642478346824646
0.001,1,-0.4170854389667511,0.3797623813152313
0.001,0,-0.4070351719856262,-0.2883426547050476
0.001,1,-0.4070351719856262,0.3822712302207947
0.001,0,-0.39698493480682373,-0.3102196455001831
0.001,1,-0.39698493480682373,0.38521328568458557
0.001,0,-0.38693466782569885,-0.3300018310546875
0.001,1,-0.38693466782569885,0.38862353563308716
0.001,0,-0.37688443064689636,-0.347811758518219
0.001,1,-0.37688443064689636,0.39253735542297363
0.001,0,-0.3668341636657715,-0.36377227306365967
0.001,1,-0.3668341636657715,0.396989643573761
0.001,0,-0.356783926486969,-0.37800610065460205
0.001,1,-0.356783926486969,0.4020155072212219
0.001,0,-0.3467336595058441,-0.39063602685928345
0.001,1,-0.3467336595058441,0.40765005350112915
